"ParkName","Region","State","Year","RecreationVisits"
"Joshua Tree NP","Pacific West","CA","2015","2025756"
"Hawaii Volcanoes NP","Pacific West","HI","2017","2016702"
"Gateway Arch NP","Midwest","MO","2018","2016180"
"Mammoth Cave NP","Southeast","KY","1994","2009935"
"Hawaii Volcanoes NP","Pacific West","HI","1984","2008608"
"Yellowstone NP","Intermountain","WY","1980","2000269"
"Zion NP","Intermountain","UT","1989","1998856"
"Mammoth Cave NP","Southeast","KY","1997","1997658"
"Hawaii Volcanoes NP","Pacific West","HI","1982","1995397"
"Indiana Dunes NP","Midwest","IN","2002","1989941"
"Glacier NP","Intermountain","MT","1990","1986737"
"Indiana Dunes NP","Midwest","IN","1992","1973098"
"Indiana Dunes NP","Midwest","IN","2007","1972344"
"Glacier NP","Intermountain","MT","2006","1964399"
"Haleakala NP","Pacific West","HI","1999","1963187"
"Gateway Arch NP","Midwest","MO","2008","1954810"
"Indiana Dunes NP","Midwest","IN","2003","1953449"
"Shenandoah NP","Northeast","VA","1993","1951366"
"Zion NP","Intermountain","UT","1988","1948332"
"Glacier NP","Intermountain","MT","1984","1946703"
"Indiana Dunes NP","Midwest","IN","2009","1944568"
"Shenandoah NP","Northeast","VA","1991","1939486"
"Indiana Dunes NP","Midwest","IN","2006","1938132"
"Shenandoah NP","Northeast","VA","1988","1937155"
"Mammoth Cave NP","Southeast","KY","1995","1935709"
"Shenandoah NP","Northeast","VA","1985","1933085"
"Hawaii Volcanoes NP","Pacific West","HI","1981","1931852"
"Gateway Arch NP","Midwest","MO","1980","1928825"
"Shenandoah NP","Northeast","VA","1994","1926883"
"Glacier NP","Intermountain","MT","2005","1925101"
"Mammoth Cave NP","Southeast","KY","1990","1924538"
"Indiana Dunes NP","Midwest","IN","1990","1919901"
"Glacier NP","Intermountain","MT","2002","1905689"
"Mammoth Cave NP","Southeast","KY","1996","1896829"
"Yellowstone NP","Intermountain","WY","1979","1892908"
"Mammoth Cave NP","Southeast","KY","2002","1891307"
"Indiana Dunes NP","Midwest","IN","2012","1889381"
"Mammoth Cave NP","Southeast","KY","2004","1888267"
"Hawaii Volcanoes NP","Pacific West","HI","2016","1887580"
"Indiana Dunes NP","Midwest","IN","1988","1885376"
"Mammoth Cave NP","Southeast","KY","2001","1883580"
"Mammoth Cave NP","Southeast","KY","2005","1878006"
"Shenandoah NP","Northeast","VA","1989","1873817"
"Shenandoah NP","Northeast","VA","1984","1869307"
"Mammoth Cave NP","Southeast","KY","2003","1869137"
"Gateway Arch NP","Midwest","MO","1979","1859431"
"Glacier NP","Intermountain","MT","2011","1853564"
"Shenandoah NP","Northeast","VA","1986","1843985"
"Indiana Dunes NP","Midwest","IN","2011","1840513"
"Glacier NP","Intermountain","MT","1995","1839518"
"Indiana Dunes NP","Midwest","IN","2008","1833596"
"Hawaii Volcanoes NP","Pacific West","HI","2015","1832660"
"Hawaii Volcanoes NP","Pacific West","HI","1997","1832087"
"Glacier NP","Intermountain","MT","1998","1830944"
"Shenandoah NP","Northeast","VA","1992","1822193"
"Glacier NP","Intermountain","MT","1989","1821523"
"Indiana Dunes NP","Midwest","IN","2000","1820228"
"Shenandoah NP","Northeast","VA","1981","1819546"
"Glacier NP","Intermountain","MT","1988","1817733"
"Gateway Arch NP","Midwest","MO","2014","1817091"
"New River Gorge NP & PRES","Northeast","WV","2024","1811937"
"Indiana Dunes NP","Midwest","IN","2004","1810330"
"Glacier NP","Intermountain","MT","2008","1808027"
"Arches NP","Intermountain","UT","2021","1806865"
"Indiana Dunes NP","Midwest","IN","1985","1800326"
"Indiana Dunes NP","Midwest","IN","1989","1791902"
"Glacier NP","Intermountain","MT","1981","1786523"
"Zion NP","Intermountain","UT","1987","1777619"
"Shenandoah NP","Northeast","VA","1990","1771780"
"Shenandoah NP","Northeast","VA","1983","1768378"
"Shenandoah NP","Northeast","VA","1987","1767727"
"Indiana Dunes NP","Midwest","IN","1993","1763094"
"Shenandoah NP","Northeast","VA","1995","1757794"
"Indiana Dunes NP","Midwest","IN","2018","1756079"
"Shenandoah NP","Northeast","VA","1982","1751972"
"Mammoth Cave NP","Southeast","KY","2000","1749268"
"Indiana Dunes NP","Midwest","IN","1999","1748047"
"Bryce Canyon NP","Intermountain","UT","2015","1745804"
"Grand Teton NP","Intermountain","WY","1992","1744636"
"Death Valley NP","Pacific West","CA","2019","1740945"
"Mammoth Cave NP","Southeast","KY","1988","1735610"
"Indiana Dunes NP","Midwest","IN","2001","1735404"
"Glacier NP","Intermountain","MT","2000","1728693"
"Glacier NP","Intermountain","MT","1996","1720805"
"Shenandoah NP","Northeast","VA","2024","1720211"
"Mammoth Cave NP","Southeast","KY","1999","1710983"
"Gateway Arch NP","Midwest","MO","1984","1709993"
"Glacier NP","Intermountain","MT","1997","1708856"
"New River Gorge NP & PRES","Northeast","WV","2023","1707223"
"Indiana Dunes NP","Midwest","IN","1994","1699958"
"Shenandoah NP","Northeast","VA","1980","1699228"
"Glacier NP","Intermountain","MT","2020","1698864"
"Gateway Arch NP","Midwest","MO","2015","1698656"
"Indiana Dunes NP","Midwest","IN","2016","1698223"
"Indiana Dunes NP","Midwest","IN","1995","1696488"
"Hawaii Volcanoes NP","Pacific West","HI","2014","1693005"
"Hawaii Volcanoes NP","Pacific West","HI","1980","1692338"
"Glacier NP","Intermountain","MT","1999","1684604"
"New River Gorge NP & PRES","Northeast","WV","2021","1682720"
"Indiana Dunes NP","Midwest","IN","2013","1681695"
"Glacier NP","Intermountain","MT","2001","1680614"
"Death Valley NP","Pacific West","CA","2018","1678660"
"Indiana Dunes NP","Midwest","IN","1986","1676583"
"Mount Rainier NP","Pacific West","WA","2023","1674294"
"Haleakala NP","Pacific West","HI","1997","1673561"
"Mammoth Cave NP","Southeast","KY","1989","1672840"
"Zion NP","Intermountain","UT","1986","1670503"
"Mount Rainier NP","Pacific West","WA","2021","1670063"
"Shenandoah NP","Northeast","VA","2020","1666265"
"Glacier NP","Intermountain","MT","1982","1666114"
"Glacier NP","Intermountain","MT","2003","1664046"
"Arches NP","Intermountain","UT","2018","1663557"
"Hawaii Volcanoes NP","Pacific West","HI","2005","1661196"
"Glacier NP","Intermountain","MT","1987","1660737"
"Arches NP","Intermountain","UT","2019","1659702"
"Mammoth Cave NP","Southeast","KY","1986","1646673"
"Indiana Dunes NP","Midwest","IN","2015","1640195"
"Mammoth Cave NP","Southeast","KY","1987","1636340"
"Hawaii Volcanoes NP","Pacific West","HI","1979","1632589"
"Grand Teton NP","Intermountain","WY","1991","1625752"
"Mount Rainier NP","Pacific West","WA","2022","1622395"
"Hawaii Volcanoes NP","Pacific West","HI","2023","1620294"
"Haleakala NP","Pacific West","HI","2000","1620083"
"Mount Rainier NP","Pacific West","WA","2024","1620006"
"Hot Springs NP","Midwest","AR","1994","1618847"
"Gateway Arch NP","Midwest","MO","2022","1618774"
"Hot Springs NP","Midwest","AR","1995","1617077"
"Hawaii Volcanoes NP","Pacific West","HI","2006","1612246"
"Indiana Dunes NP","Midwest","IN","1979","1606166"
"Glacier NP","Intermountain","MT","1985","1603011"
"Haleakala NP","Pacific West","HI","1995","1594596"
"New River Gorge NP & PRES","Northeast","WV","2022","1593523"
"Shenandoah NP","Northeast","VA","2021","1592312"
"Joshua Tree NP","Pacific West","CA","2014","1589904"
"Grand Teton NP","Intermountain","WY","1990","1588253"
"Shenandoah NP","Northeast","VA","1997","1587790"
"Arches NP","Intermountain","UT","2016","1585718"
"Hawaii Volcanoes NP","Pacific West","HI","2013","1583209"
"Hawaii Volcanoes NP","Pacific West","HI","2022","1580961"
"Glacier NP","Intermountain","MT","1986","1579151"
"Indiana Dunes NP","Midwest","IN","1987","1576238"
"Shenandoah NP","Northeast","VA","2023","1576008"
"Shenandoah NP","Northeast","VA","1996","1571019"
"Hot Springs NP","Midwest","AR","2017","1561616"
"Hot Springs NP","Midwest","AR","2003","1561311"
"Indiana Dunes NP","Midwest","IN","1984","1560428"
"Indiana Dunes NP","Midwest","IN","2014","1553372"
"Haleakala NP","Pacific West","HI","1996","1553344"
"Mount Rainier NP","Pacific West","WA","1991","1549412"
"Hot Springs NP","Midwest","AR","2016","1544300"
"Arches NP","Intermountain","UT","2017","1539028"
"Hot Springs NP","Midwest","AR","1996","1538105"
"Grand Teton NP","Intermountain","WY","1983","1532035"
"Haleakala NP","Pacific West","HI","1994","1527329"
"Mammoth Cave NP","Southeast","KY","1982","1526676"
"Indiana Dunes NP","Midwest","IN","1996","1526166"
"Mount Rainier NP","Pacific West","WA","1992","1522057"
"Shenandoah NP","Northeast","VA","1979","1521451"
"Haleakala NP","Pacific West","HI","2002","1521080"
"Mount Rainier NP","Pacific West","WA","2018","1518491"
"Badlands NP","Midwest","SD","1991","1518396"
"Mount Rainier NP","Pacific West","WA","1979","1516703"
"Hawaii Volcanoes NP","Pacific West","HI","2000","1514636"
"Indiana Dunes NP","Midwest","IN","1983","1510630"
"Hot Springs NP","Midwest","AR","1997","1509596"
"Mammoth Cave NP","Southeast","KY","1985","1507939"
"Hot Springs NP","Midwest","AR","2018","1506887"
"Hot Springs NP","Midwest","AR","1992","1504013"
"Zion NP","Intermountain","UT","1985","1503272"
"Hawaii Volcanoes NP","Pacific West","HI","1999","1502855"
"Mount Rainier NP","Pacific West","WA","2019","1501621"
"Mammoth Cave NP","Southeast","KY","1984","1501450"
"Shenandoah NP","Northeast","VA","2001","1498561"
"Mammoth Cave NP","Southeast","KY","1983","1498503"
"Hot Springs NP","Midwest","AR","1998","1495993"
"Mammoth Cave NP","Southeast","KY","1980","1495787"
"Hawaii Volcanoes NP","Pacific West","HI","2012","1483928"
"Indiana Dunes NP","Midwest","IN","1997","1483782"
"Arches NP","Intermountain","UT","2023","1482045"
"Hot Springs NP","Midwest","AR","1993","1477299"
"Haleakala NP","Pacific West","HI","1998","1476842"
"Haleakala NP","Pacific West","HI","2005","1474681"
"Glacier NP","Intermountain","MT","1980","1474578"
"Shenandoah NP","Northeast","VA","1998","1473100"
"Hawaii Volcanoes NP","Pacific West","HI","2007","1467779"
"Hot Springs NP","Midwest","AR","2019","1467153"
"Arches NP","Intermountain","UT","2024","1466528"
"Bryce Canyon NP","Intermountain","UT","2020","1464655"
"Arches NP","Intermountain","UT","2022","1460652"
"Shenandoah NP","Northeast","VA","2017","1458874"
"Haleakala NP","Pacific West","HI","2004","1455477"
"Grand Teton NP","Intermountain","WY","1987","1450791"
"Shenandoah NP","Northeast","VA","2022","1449300"
"Glacier NP","Intermountain","MT","1979","1446086"
"Haleakala NP","Pacific West","HI","2003","1444668"
"Death Valley NP","Pacific West","CA","2024","1440484"
"Hot Springs NP","Midwest","AR","2002","1440227"
"Mount Rainier NP","Pacific West","WA","1995","1438227"
"Shenandoah NP","Northeast","VA","2016","1437341"
"Bryce Canyon NP","Intermountain","UT","2014","1435741"
"Joshua Tree NP","Pacific West","CA","2010","1434976"
"Hawaii Volcanoes NP","Pacific West","HI","2024","1433593"
"Cuyahoga Valley NP","Midwest","OH","1992","1430382"
"Mount Rainier NP","Pacific West","WA","1994","1426244"
"Haleakala NP","Pacific West","HI","2006","1426068"
"Shenandoah NP","Northeast","VA","2019","1425507"
"Hot Springs NP","Midwest","AR","2014","1424484"
"Capitol Reef NP","Intermountain","UT","2024","1422490"
"Shenandoah NP","Northeast","VA","2000","1419579"
"Hot Springs NP","Midwest","AR","2004","1418735"
"Hot Springs NP","Midwest","AR","2015","1418162"
"Mount Rainier NP","Pacific West","WA","2017","1415867"
"Haleakala NP","Pacific West","HI","2001","1410974"
"Joshua Tree NP","Pacific West","CA","1998","1410312"
"Capitol Reef NP","Intermountain","UT","2021","1405353"
"Mammoth Cave NP","Southeast","KY","1981","1404317"
"Arches NP","Intermountain","UT","2015","1399247"
"Gateway Arch NP","Midwest","MO","2017","1398188"
"Hot Springs NP","Midwest","AR","2011","1396354"
"Joshua Tree NP","Pacific West","CA","2011","1396237"
"Joshua Tree NP","Pacific West","CA","2012","1396117"
"Joshua Tree NP","Pacific West","CA","2008","1392446"
"Shenandoah NP","Northeast","VA","2002","1389244"
"Bryce Canyon NP","Intermountain","UT","2012","1385352"
"Mammoth Cave NP","Southeast","KY","1979","1384910"
"Hot Springs NP","Midwest","AR","1999","1384469"
"Joshua Tree NP","Pacific West","CA","2013","1383340"
"Zion NP","Intermountain","UT","1984","1377254"
"Joshua Tree NP","Pacific West","CA","2005","1375111"
"Hawaii Volcanoes NP","Pacific West","HI","2019","1368376"
"Haleakala NP","Pacific West","HI","1989","1367761"
"Mount Rainier NP","Pacific West","WA","1993","1365213"
"Grand Teton NP","Intermountain","WY","1984","1360898"
"Cuyahoga Valley NP","Midwest","OH","1991","1358984"
"Mount Rainier NP","Pacific West","WA","2016","1356913"
"Mount Rainier NP","Pacific West","WA","1989","1354302"
"Mount Rainier NP","Pacific West","WA","1998","1353793"
"Hawaii Volcanoes NP","Pacific West","HI","1998","1352373"
"Hawaii Volcanoes NP","Pacific West","HI","2011","1352123"
"Hot Springs NP","Midwest","AR","2020","1348215"
"Mount Rainier NP","Pacific West","WA","2000","1344833"
"Hawaii Volcanoes NP","Pacific West","HI","2001","1343286"
"Hot Springs NP","Midwest","AR","2005","1340160"
"Shenandoah NP","Northeast","VA","1999","1339286"
"Mount Rainier NP","Pacific West","WA","1996","1338961"
"Hot Springs NP","Midwest","AR","2000","1338156"
"Grand Teton NP","Intermountain","WY","1985","1334483"
"Haleakala NP","Pacific West","HI","1987","1333900"
"Grand Teton NP","Intermountain","WY","1989","1331659"
"Mount Rainier NP","Pacific West","WA","1990","1327101"
"Badlands NP","Midwest","SD","1990","1326475"
"Hot Springs NP","Midwest","AR","2013","1325719"
"Haleakala NP","Pacific West","HI","2007","1322817"
"Shenandoah NP","Northeast","VA","2015","1321873"
"Haleakala NP","Pacific West","HI","1993","1317433"
"Joshua Tree NP","Pacific West","CA","1999","1316340"
"Mount Rainier NP","Pacific West","WA","1997","1315773"
"Haleakala NP","Pacific West","HI","1988","1314683"
"Bryce Canyon NP","Intermountain","UT","2013","1311875"
"Hot Springs NP","Midwest","AR","2010","1311807"
"Mount Rainier NP","Pacific West","WA","2002","1310390"
"Sequoia NP","Pacific West","CA","2024","1309573"
"Hawaii Volcanoes NP","Pacific West","HI","2004","1307391"
"Grand Teton NP","Intermountain","WY","1986","1306322"
"Hawaii Volcanoes NP","Pacific West","HI","2010","1304667"
"Joshua Tree NP","Pacific West","CA","2009","1304471"
"Hot Springs NP","Midwest","AR","2012","1302505"
"Mount Rainier NP","Pacific West","WA","2001","1301103"
"Hot Springs NP","Midwest","AR","2007","1300152"
"Joshua Tree NP","Pacific West","CA","2007","1298979"
"Mount Rainier NP","Pacific West","WA","1986","1298457"
"Hot Springs NP","Midwest","AR","2001","1296786"
"Death Valley NP","Pacific West","CA","2016","1296283"
"Bryce Canyon NP","Intermountain","UT","2011","1296000"
"Death Valley NP","Pacific West","CA","2017","1294827"
"Mount Rainier NP","Pacific West","WA","1987","1292027"
"Everglades NP","Southeast","FL","1991","1292014"
"Mount Rainier NP","Pacific West","WA","1999","1291397"
"Sequoia NP","Pacific West","CA","2017","1291256"
"Zion NP","Intermountain","UT","1981","1288808"
"Bryce Canyon NP","Intermountain","UT","2010","1285492"
"Arches NP","Intermountain","UT","2014","1284767"
"Hot Springs NP","Midwest","AR","2009","1284707"
"Joshua Tree NP","Pacific West","CA","2003","1283346"
"Haleakala NP","Pacific West","HI","1986","1281219"
"Joshua Tree NP","Pacific West","CA","2001","1280917"
"Hot Springs NP","Midwest","AR","2006","1273456"
"Zion NP","Intermountain","UT","1983","1273030"
"Hot Springs NP","Midwest","AR","1989","1272771"
"Gateway Arch NP","Midwest","MO","2016","1271855"
"Hawaii Volcanoes NP","Pacific West","HI","2008","1270538"
"Bryce Canyon NP","Intermountain","UT","1996","1269600"
"Capitol Reef NP","Intermountain","UT","2023","1268861"
"Mount Rainier NP","Pacific West","WA","1980","1268256"
"Shenandoah NP","Northeast","VA","2018","1264880"
"Mount Rainier NP","Pacific West","WA","2014","1264259"
"Haleakala NP","Pacific West","HI","2016","1263558"
"Hawaii Volcanoes NP","Pacific West","HI","2021","1262747"
"Mount Rainier NP","Pacific West","WA","2003","1262351"
"Shenandoah NP","Northeast","VA","2004","1261000"
"Haleakala NP","Pacific West","HI","1990","1260601"
"Joshua Tree NP","Pacific West","CA","2006","1256421"
"Mount Rainier NP","Pacific West","WA","1988","1255618"
"Shenandoah NP","Northeast","VA","2014","1255321"
"Sequoia NP","Pacific West","CA","2016","1254688"
"Shenandoah NP","Northeast","VA","2010","1253386"
"Joshua Tree NP","Pacific West","CA","1993","1252401"
"Zion NP","Intermountain","UT","1982","1246290"
"Sequoia NP","Pacific West","CA","2019","1246053"
"Joshua Tree NP","Pacific West","CA","2004","1243659"
"Hawaii Volcanoes NP","Pacific West","HI","1991","1238653"
"Hot Springs NP","Midwest","AR","2008","1238147"
"Arches NP","Intermountain","UT","2020","1238083"
"Badlands NP","Midwest","SD","1989","1237956"
"New River Gorge NP & PRES","Northeast","WV","1996","1237637"
"Mount Rainier NP","Pacific West","WA","2015","1237231"
"Joshua Tree NP","Pacific West","CA","1995","1235702"
"Joshua Tree NP","Pacific West","CA","2000","1233935"
"Everglades NP","Southeast","FL","2005","1233837"
"Mount Rainier NP","Pacific West","WA","1981","1233671"
"Hawaii Volcanoes NP","Pacific West","HI","2009","1233105"
"Grand Teton NP","Intermountain","WY","1988","1232691"
"New River Gorge NP & PRES","Northeast","WV","2018","1232627"
"Hawaii Volcanoes NP","Pacific West","HI","1996","1231557"
"New River Gorge NP & PRES","Northeast","WV","2001","1231529"
"Cuyahoga Valley NP","Midwest","OH","1988","1229717"
"Sequoia NP","Pacific West","CA","2018","1229594"
"Haleakala NP","Pacific West","HI","1991","1228332"
"New River Gorge NP & PRES","Northeast","WV","1997","1228242"
"Capitol Reef NP","Intermountain","UT","2018","1227627"
"Capitol Reef NP","Intermountain","UT","2022","1227608"
"Death Valley NP","Pacific West","CA","1999","1227583"
"Capitol Reef NP","Intermountain","UT","2019","1226519"
"Joshua Tree NP","Pacific West","CA","1997","1226273"
"Badlands NP","Midwest","SD","2021","1224226"
"Indiana Dunes NP","Midwest","IN","1980","1222874"
"Joshua Tree NP","Pacific West","CA","1992","1220539"
"Mount Rainier NP","Pacific West","WA","2004","1217750"
"Haleakala NP","Pacific West","HI","2015","1216772"
"Bryce Canyon NP","Intermountain","UT","2009","1216377"
"New River Gorge NP & PRES","Northeast","WV","2002","1215875"
"New River Gorge NP & PRES","Northeast","WV","2008","1212854"
"Shenandoah NP","Northeast","VA","2012","1210200"
"Shenandoah NP","Northeast","VA","2011","1209883"
"Badlands NP","Midwest","SD","1992","1205297"
"Hot Springs NP","Midwest","AR","1991","1203929"
"Cuyahoga Valley NP","Midwest","OH","1990","1200622"
"New River Gorge NP & PRES","Northeast","WV","2016","1197931"
"New River Gorge NP & PRES","Northeast","WV","1998","1197649"
"New River Gorge NP & PRES","Northeast","WV","2019","1195721"
"Haleakala NP","Pacific West","HI","1985","1194651"
"Mount Rainier NP","Pacific West","WA","2010","1191754"
"Death Valley NP","Pacific West","CA","1996","1189215"
"Death Valley NP","Pacific West","CA","1997","1188212"
"New River Gorge NP & PRES","Northeast","WV","1999","1186501"
"Hot Springs NP","Midwest","AR","1988","1185772"
"Haleakala NP","Pacific West","HI","2008","1185068"
"Joshua Tree NP","Pacific West","CA","1994","1184871"
"Haleakala NP","Pacific West","HI","1992","1183124"
"Everglades NP","Southeast","FL","2004","1181355"
"Badlands NP","Midwest","SD","1993","1179458"
"Death Valley NP","Pacific West","CA","2000","1179094"
"New River Gorge NP & PRES","Northeast","WV","2015","1178753"
"Joshua Tree NP","Pacific West","CA","2002","1178376"
"New River Gorge NP & PRES","Northeast","WV","2007","1178012"
"Hot Springs NP","Midwest","AR","1981","1177911"
"Death Valley NP","Pacific West","CA","1998","1177746"
"New River Gorge NP & PRES","Northeast","WV","1995","1177238"
"Badlands NP","Midwest","SD","1981","1175952"
"Hot Springs NP","Midwest","AR","1986","1175170"
"Hawaii Volcanoes NP","Pacific West","HI","1995","1175028"
"Bryce Canyon NP","Intermountain","UT","1997","1174824"
"Badlands NP","Midwest","SD","1987","1174398"
"Hawaii Volcanoes NP","Pacific West","HI","1994","1174289"
"Mount Rainier NP","Pacific West","WA","2005","1173897"
"New River Gorge NP & PRES","Northeast","WV","2017","1168658"
"Bryce Canyon NP","Intermountain","UT","1998","1166331"
"Mount Rainier NP","Pacific West","WA","1985","1165640"
"Shenandoah NP","Northeast","VA","2003","1163950"
"Mount Rainier NP","Pacific West","WA","2008","1163227"
"Mount Rainier NP","Pacific West","WA","2020","1160754"
"Hot Springs NP","Midwest","AR","1980","1160588"
"Hot Springs NP","Midwest","AR","1983","1160008"
"Cuyahoga Valley NP","Midwest","OH","1989","1159648"
"Everglades NP","Southeast","FL","2022","1155193"
"Death Valley NP","Pacific West","CA","2015","1154843"
"Sequoia NP","Pacific West","CA","2022","1153198"
"Mount Rainier NP","Pacific West","WA","1984","1152411"
"New River Gorge NP & PRES","Northeast","WV","2004","1151782"
"Hawaii Volcanoes NP","Pacific West","HI","1992","1151661"
"Mount Rainier NP","Pacific West","WA","2009","1151654"
"New River Gorge NP & PRES","Northeast","WV","2010","1151213"
"Capitol Reef NP","Intermountain","UT","2017","1150165"
"Mount Rainier NP","Pacific West","WA","2013","1148552"
"Death Valley NP","Pacific West","CA","2021","1146551"
"Joshua Tree NP","Pacific West","CA","1991","1145458"
"Gateway Arch NP","Midwest","MO","2021","1145081"
"New River Gorge NP & PRES","Northeast","WV","2009","1144318"
"Hawaii Volcanoes NP","Pacific West","HI","1993","1143741"
"Haleakala NP","Pacific West","HI","2014","1142040"
"Everglades NP","Southeast","FL","2012","1141906"
"Sequoia NP","Pacific West","CA","1987","1139389"
"Shenandoah NP","Northeast","VA","2013","1136505"
"New River Gorge NP & PRES","Northeast","WV","2000","1132531"
"Badlands NP","Midwest","SD","1994","1130459"
"Death Valley NP","Pacific West","CA","2022","1128862"
"New River Gorge NP & PRES","Northeast","WV","2012","1128195"
"New River Gorge NP & PRES","Northeast","WV","2014","1124799"
"New River Gorge NP & PRES","Northeast","WV","2006","1124688"
"Zion NP","Intermountain","UT","1980","1123846"
"Hot Springs NP","Midwest","AR","1990","1123175"
"Hawaii Volcanoes NP","Pacific West","HI","2003","1122524"
"Shenandoah NP","Northeast","VA","2009","1120981"
"Sequoia NP","Pacific West","CA","1991","1120278"
"Hot Springs NP","Midwest","AR","1979","1118800"
"Everglades NP","Southeast","FL","2019","1118300"
"Everglades NP","Southeast","FL","1998","1118215"
"Hawaii Volcanoes NP","Pacific West","HI","2018","1116891"
"Badlands NP","Midwest","SD","1984","1113675"
"Mount Rainier NP","Pacific West","WA","2006","1113601"
"Cuyahoga Valley NP","Midwest","OH","1987","1113405"
"Hot Springs NP","Midwest","AR","1985","1112764"
"Haleakala NP","Pacific West","HI","2017","1112390"
"New River Gorge NP & PRES","Northeast","WV","2003","1111164"
"Hawaii Volcanoes NP","Pacific West","HI","2002","1110998"
"Everglades NP","Southeast","FL","2014","1110901"
"Badlands NP","Midwest","SD","1988","1110040"
"Death Valley NP","Pacific West","CA","1995","1109421"
"Haleakala NP","Pacific West","HI","2009","1109104"
"Bryce Canyon NP","Intermountain","UT","1993","1107951"
"Shenandoah NP","Northeast","VA","2007","1107227"
"Sequoia NP","Pacific West","CA","2012","1106584"
"Mount Rainier NP","Pacific West","WA","1983","1106306"
"Badlands NP","Midwest","SD","2000","1105824"
"Haleakala NP","Pacific West","HI","2010","1105606"
"Death Valley NP","Pacific West","CA","2014","1101312"
"Hot Springs NP","Midwest","AR","1987","1101242"
"Death Valley NP","Pacific West","CA","2023","1099632"
"Bryce Canyon NP","Intermountain","UT","2000","1099275"
"Sequoia NP","Pacific West","CA","2015","1097464"
"Hawaii Volcanoes NP","Pacific West","HI","1990","1096816"
"Joshua Tree NP","Pacific West","CA","1996","1095046"
"Shenandoah NP","Northeast","VA","2005","1094912"
"Haleakala NP","Pacific West","HI","2012","1094668"
"Badlands NP","Midwest","SD","2024","1094245"
"Haleakala NP","Pacific West","HI","2022","1087616"
"Sequoia NP","Pacific West","CA","1981","1083002"
"Arches NP","Intermountain","UT","2013","1082866"
"Bryce Canyon NP","Intermountain","UT","1999","1081521"
"Kings Canyon NP","Pacific West","CA","1987","1081172"
"New River Gorge NP & PRES","Northeast","WV","1994","1079994"
"Saguaro NP","Intermountain","AZ","2021","1079786"
"Everglades NP","Southeast","FL","2015","1077427"
"Shenandoah NP","Northeast","VA","2006","1076150"
"Shenandoah NP","Northeast","VA","2008","1075878"
"Badlands NP","Midwest","SD","1995","1075569"
"Everglades NP","Southeast","FL","2007","1074764"
"Everglades NP","Southeast","FL","1999","1073982"
"Hot Springs NP","Midwest","AR","1984","1071853"
"New River Gorge NP & PRES","Northeast","WV","2013","1071823"
"New River Gorge NP & PRES","Northeast","WV","2011","1071088"
"Kings Canyon NP","Pacific West","CA","1991","1071022"
"Arches NP","Intermountain","UT","2012","1070577"
"Bryce Canyon NP","Intermountain","UT","2001","1068619"
"Indiana Dunes NP","Midwest","IN","1982","1066573"
"Sequoia NP","Pacific West","CA","1993","1066552"
"Capitol Reef NP","Intermountain","UT","2016","1064904"
"Sequoia NP","Pacific West","CA","1990","1063538"
"Kings Canyon NP","Pacific West","CA","1990","1062867"
"Sequoia NP","Pacific West","CA","2021","1059548"
"Sequoia NP","Pacific West","CA","1986","1056527"
"Hawaii Volcanoes NP","Pacific West","HI","1989","1056188"
"Sequoia NP","Pacific West","CA","1989","1056020"
"New River Gorge NP & PRES","Northeast","WV","2020","1054374"
"Badlands NP","Midwest","SD","2017","1054325"
"Everglades NP","Southeast","FL","2001","1049851"
"Mount Rainier NP","Pacific West","WA","2012","1049178"
"Mount Rainier NP","Pacific West","WA","2007","1047685"
"Everglades NP","Southeast","FL","2013","1047116"
"Badlands NP","Midwest","SD","2023","1046400"
"New River Gorge NP & PRES","Northeast","WV","2005","1045814"
"Haleakala NP","Pacific West","HI","2018","1044084"
"Bryce Canyon NP","Intermountain","UT","2008","1043321"
"Cuyahoga Valley NP","Midwest","OH","1986","1042148"
"Arches NP","Intermountain","UT","2011","1040758"
"Everglades NP","Southeast","FL","2003","1040648"
"Zion NP","Intermountain","UT","1979","1040528"
"Sequoia NP","Pacific West","CA","2014","1039137"
"Mount Rainier NP","Pacific West","WA","2011","1038229"
"Kings Canyon NP","Pacific West","CA","1989","1037349"
"Sequoia NP","Pacific West","CA","1994","1034133"
"Sequoia NP","Pacific West","CA","1988","1031129"
"Badlands NP","Midwest","SD","1982","1030484"
"Kings Canyon NP","Pacific West","CA","1986","1028785"
"Bryce Canyon NP","Intermountain","UT","1994","1028134"
"Badlands NP","Midwest","SD","1983","1026981"
"Everglades NP","Southeast","FL","1988","1026188"
"Everglades NP","Southeast","FL","1992","1025686"
"Badlands NP","Midwest","SD","1986","1025630"
"Badlands NP","Midwest","SD","1996","1024705"
"Indiana Dunes NP","Midwest","IN","1981","1023436"
"Joshua Tree NP","Pacific West","CA","1990","1022396"
"Badlands NP","Midwest","SD","1998","1021049"
"Sequoia NP","Pacific West","CA","1982","1020500"
"Saguaro NP","Intermountain","AZ","2019","1020226"
"Cuyahoga Valley NP","Midwest","OH","1984","1018828"
"Everglades NP","Southeast","FL","2017","1018557"
"Bryce Canyon NP","Intermountain","UT","1992","1018174"
"Bryce Canyon NP","Intermountain","UT","2005","1017681"
"Hot Springs NP","Midwest","AR","1982","1015580"
"Death Valley NP","Pacific West","CA","2001","1014636"
"Arches NP","Intermountain","UT","2010","1014405"
"Bryce Canyon NP","Intermountain","UT","2007","1012563"
"Saguaro NP","Intermountain","AZ","2023","1010906"
